"","sp","long","lat","continent","year"
"282","Iris oratoria",-6.045788,37.443645,"EUROPE",2012
"283","Iris oratoria",1.182494,41.392365,"EUROPE",2024
"284","Iris oratoria",-5.513972,36.083439,"EUROPE",2024
"285","Iris oratoria",-6.9224,39.899347,"EUROPE",2024
"286","Iris oratoria",22.574686,36.753999,"EUROPE",2024
"287","Iris oratoria",4.82005,43.40132,"EUROPE",2019
"288","Iris oratoria",-0.678984,38.019099,"EUROPE",2023
"289","Iris oratoria",25.08915,35.335687,"EUROPE",2024
"290","Iris oratoria",0.241172,40.536922,"EUROPE",2024
"291","Iris oratoria",2.92442,43.18141,"EUROPE",2020
"292","Iris oratoria",4.259941,43.618929,"EUROPE",2021
"293","Iris oratoria",19.806742,39.745087,"EUROPE",2024
"294","Iris oratoria",5.940245,43.453388,"EUROPE",2024
"295","Iris oratoria",8.62402,49.42392,"EUROPE",2024
"296","Iris oratoria",-4.205538,40.322218,"EUROPE",2024
"297","Iris oratoria",-1.891547,39.012395,"EUROPE",2024
"298","Iris oratoria",-5.938167,37.331428,"EUROPE",2022
"299","Iris oratoria",23.243148,41.492673,"EUROPE",2024
"300","Iris oratoria",4.373851,44.083645,"EUROPE",2023
"301","Iris oratoria",-0.86,38.59,"EUROPE",2020
"302","Iris oratoria",-5.92441,37.15839,"EUROPE",2007
"303","Iris oratoria",-4.251161,40.120202,"EUROPE",2024
"304","Iris oratoria",26.240475,35.052824,"EUROPE",2024
"305","Iris oratoria",-1.725294,38.919531,"EUROPE",2017
"306","Iris oratoria",-1.593981,39.488182,"EUROPE",2024
"307","Iris oratoria",25.95838,41.797839,"EUROPE",2024
"308","Iris oratoria",12.959537,37.828243,"EUROPE",2024
"309","Iris oratoria",-3.79454,40.519751,"EUROPE",2024
"310","Iris oratoria",23.771397,37.967405,"EUROPE",2024
"311","Iris oratoria",-7.64382,39.173022,"EUROPE",2024
"312","Iris oratoria",-5.819751,37.922589,"EUROPE",2024
